date,paire,action,prix,raison,donnees
26/09 00:19,SOLUSD,ENTER,121.96184,"tendance nette (EMA20 119.64 > EMA50 117.96 de 0.1%+); EMA20 encore montante (+0.63 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 64 dans la zone 45-70 → achat de 0.204567 à 121.96 (25.05 USD frais compris), stop 119.03, objectif 126.35","{""qty"": 0.20456731035348785, ""stop"": 119.03336314642866, ""tp"": 126.35455528035699, ""ema_fast"": 119.63774062988807, ""ema_slow"": 117.9612316757677, ""rsi"": 63.62088107452202, ""atr"": 1.4642384267856663}"
26/09 00:19,-,EQUITY,49.7990135268266,capital simulé 49.80 USD dont 24.85 USD de cash,{}
26/09 01:21,SOLUSD,HOLD,122.04,"position gardée : stop 119.03, objectif 126.35, latent -0.18 USD",{}
26/09 01:21,XBTUSD,SKIP,84064.1,"tendance trop faible ou baissière (EMA20 84060.56, EMA50 84255.99); EMA20 qui s'essouffle (-51.80 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 84060.5640760069, ""ema_slow"": 84255.99113490958, ""rsi"": 48.93478371164003, ""atr"": 464.4613050976322}"
26/09 01:21,ETHUSD,SKIP,2691.34,"tendance trop faible ou baissière (EMA20 2689.32, EMA50 2690.11); EMA20 qui s'essouffle (-1.20 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2689.318005873067, ""ema_slow"": 2690.113585592644, ""rsi"": 51.38506857079197, ""atr"": 18.962616304945602}"
26/09 01:21,-,EQUITY,49.81500250780384,capital simulé 49.82 USD dont 24.85 USD de cash,{}
26/09 01:41,SOLUSD,HOLD,121.97,"position gardée : stop 119.03, objectif 126.35, latent -0.20 USD",{}
26/09 01:41,XBTUSD,SKIP,84064.1,"tendance trop faible ou baissière (EMA20 84060.56, EMA50 84255.99); EMA20 qui s'essouffle (-51.80 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 84060.5640760069, ""ema_slow"": 84255.99113490958, ""rsi"": 48.93478371164003, ""atr"": 464.4613050976322}"
26/09 01:41,ETHUSD,SKIP,2691.34,"tendance trop faible ou baissière (EMA20 2689.32, EMA50 2690.11); EMA20 qui s'essouffle (-1.20 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2689.318005873067, ""ema_slow"": 2690.113585592644, ""rsi"": 51.38506857079197, ""atr"": 18.962616304945602}"
26/09 01:41,-,EQUITY,49.80068279607909,capital simulé 49.80 USD dont 24.85 USD de cash,{}
26/09 03:24,SOLUSD,HOLD,121.75,"position gardée : stop 119.03, objectif 126.35, latent -0.24 USD",{}
26/09 03:24,XBTUSD,SKIP,83896.5,"tendance trop faible ou baissière (EMA20 84047.52, EMA50 84235.66); EMA20 qui s'essouffle (-12.67 sur 3 bougies); prix sous l'EMA rapide; RSI 45 dans la zone 45-70","{""ema_fast"": 84047.51843863603, ""ema_slow"": 84235.65809877656, ""rsi"": 45.26298078471859, ""atr"": 431.57224776275365}"
26/09 03:24,ETHUSD,SKIP,2686.72,"tendance trop faible ou baissière (EMA20 2689.25, EMA50 2690.03); EMA20 encore montante (+0.14 sur 3 bougies); prix sous l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 2689.245669206751, ""ema_slow"": 2690.027089199513, ""rsi"": 48.629677293768545, ""atr"": 17.551031405794927}"
26/09 03:24,-,EQUITY,49.75567798780132,capital simulé 49.76 USD dont 24.85 USD de cash,{}
26/09 04:24,SOLUSD,HOLD,121.9,"position gardée : stop 119.03, objectif 126.35, latent -0.21 USD",{}
26/09 04:24,XBTUSD,SKIP,84066.8,"tendance trop faible ou baissière (EMA20 84049.35, EMA50 84229.04); EMA20 qui s'essouffle (-11.21 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 84049.35477781355, ""ema_slow"": 84229.03621255, ""rsi"": 49.39766104463912, ""atr"": 413.32423006541455}"
26/09 04:24,ETHUSD,SKIP,2692.23,"tendance trop faible ou baissière (EMA20 2689.53, EMA50 2690.11); EMA20 encore montante (+0.21 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 52 dans la zone 45-70","{""ema_fast"": 2689.52989118706, ""ema_slow"": 2690.1134778583555, ""rsi"": 51.93885843544461, ""atr"": 16.910243448238173}"
26/09 04:24,-,EQUITY,49.78636308435435,capital simulé 49.79 USD dont 24.85 USD de cash,{}
26/09 05:28,SOLUSD,HOLD,120.98,"position gardée : stop 119.03, objectif 126.35, latent -0.40 USD",{}
26/09 05:28,XBTUSD,SKIP,84001.4,"tendance trop faible ou baissière (EMA20 84044.79, EMA50 84220.11); EMA20 qui s'essouffle (-18.63 sur 3 bougies); prix sous l'EMA rapide; RSI 48 dans la zone 45-70","{""ema_fast"": 84044.78765611703, ""ema_slow"": 84220.10930225394, ""rsi"": 47.90123492269136, ""atr"": 393.9653564893137}"
26/09 05:28,ETHUSD,SKIP,2690.3,"tendance trop faible ou baissière (EMA20 2689.60, EMA50 2690.12); EMA20 encore montante (+0.09 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2689.6032348835306, ""ema_slow"": 2690.1207924521427, ""rsi"": 50.70670710960033, ""atr"": 16.19594034479258}"
26/09 05:28,-,EQUITY,49.598161158829136,capital simulé 49.60 USD dont 24.85 USD de cash,{}
26/09 06:30,SOLUSD,HOLD,120.35,"position gardée : stop 119.03, objectif 126.35, latent -0.53 USD",{}
26/09 06:30,XBTUSD,SKIP,83935.5,"tendance trop faible ou baissière (EMA20 84034.38, EMA50 84208.95); EMA20 qui s'essouffle (-13.14 sur 3 bougies); prix sous l'EMA rapide; RSI 46 dans la zone 45-70","{""ema_fast"": 84034.37930791541, ""ema_slow"": 84208.94815314593, ""rsi"": 46.37668739126869, ""atr"": 375.4249738829338}"
26/09 06:30,ETHUSD,SKIP,2687.45,"tendance trop faible ou baissière (EMA20 2689.40, EMA50 2690.02); EMA20 encore montante (+0.15 sur 3 bougies); prix sous l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 2689.398164894623, ""ema_slow"": 2690.0160554932345, ""rsi"": 48.86327783559076, ""atr"": 15.421230320164565}"
26/09 06:30,-,EQUITY,49.46928375330644,capital simulé 49.47 USD dont 24.85 USD de cash,{}
26/09 07:33,SOLUSD,HOLD,120.33,"position gardée : stop 119.03, objectif 126.35, latent -0.53 USD",{}
26/09 07:33,XBTUSD,SKIP,83969.4,"tendance trop faible ou baissière (EMA20 84028.19, EMA50 84199.55); EMA20 qui s'essouffle (-21.16 sur 3 bougies); prix sous l'EMA rapide; RSI 47 dans la zone 45-70","{""ema_fast"": 84028.19080239967, ""ema_slow"": 84199.55410792459, ""rsi"": 47.305774116485175, ""atr"": 362.48033289129546}"
26/09 07:33,ETHUSD,SKIP,2689.24,"tendance trop faible ou baissière (EMA20 2689.38, EMA50 2689.99); EMA20 qui s'essouffle (-0.15 sur 3 bougies); prix sous l'EMA rapide; RSI 50 dans la zone 45-70","{""ema_fast"": 2689.3831015713254, ""ema_slow"": 2689.9856219444837, ""rsi"": 50.09053848688078, ""atr"": 14.768999583009949}"
26/09 07:33,-,EQUITY,49.465192407099366,capital simulé 49.47 USD dont 24.85 USD de cash,{}
26/09 08:35,SOLUSD,HOLD,120.29,"position gardée : stop 119.03, objectif 126.35, latent -0.54 USD",{}
26/09 08:35,XBTUSD,SKIP,83914.2,"tendance trop faible ou baissière (EMA20 84017.33, EMA50 84188.36); EMA20 qui s'essouffle (-27.45 sur 3 bougies); prix sous l'EMA rapide; RSI 46 dans la zone 45-70","{""ema_fast"": 84017.33453550446, ""ema_slow"": 84188.36375075103, ""rsi"": 45.91087671663329, ""atr"": 344.417451970489}"
26/09 08:35,ETHUSD,SKIP,2685.98,"tendance trop faible ou baissière (EMA20 2689.06, EMA50 2689.83); EMA20 qui s'essouffle (-0.54 sur 3 bougies); prix sous l'EMA rapide; RSI 48 dans la zone 45-70","{""ema_fast"": 2689.0589966597704, ""ema_slow"": 2689.828538730973, ""rsi"": 47.83872323583351, ""atr"": 14.074071041366379}"
26/09 08:35,-,EQUITY,49.45700971468523,capital simulé 49.46 USD dont 24.85 USD de cash,{}
26/09 09:37,SOLUSD,HOLD,120.52,"position gardée : stop 119.03, objectif 126.35, latent -0.49 USD",{}
26/09 09:37,XBTUSD,SKIP,83883.1,"tendance trop faible ou baissière (EMA20 84004.55, EMA50 84176.39); EMA20 qui s'essouffle (-29.83 sur 3 bougies); prix sous l'EMA rapide; RSI 45 dans la zone 45-70","{""ema_fast"": 84004.55029402785, ""ema_slow"": 84176.39262327069, ""rsi"": 45.10392337127341, ""atr"": 325.90906254402574}"
26/09 09:37,ETHUSD,SKIP,2685.21,"tendance trop faible ou baissière (EMA20 2688.69, EMA50 2689.65); EMA20 qui s'essouffle (-0.71 sur 3 bougies); prix sous l'EMA rapide; RSI 47 dans la zone 45-70","{""ema_fast"": 2688.6924255493163, ""ema_slow"": 2689.6474195650553, ""rsi"": 47.29787367526692, ""atr"": 13.333780252697354}"
26/09 09:37,-,EQUITY,49.50406019606653,capital simulé 49.50 USD dont 24.85 USD de cash,{}
26/09 09:53,SOLUSD,HOLD,120.64,"position gardée : stop 119.03, objectif 126.35, latent -0.47 USD",{}
26/09 09:53,XBTUSD,SKIP,83883.1,"tendance trop faible ou baissière (EMA20 84004.55, EMA50 84176.39); EMA20 qui s'essouffle (-29.83 sur 3 bougies); prix sous l'EMA rapide; RSI 45 dans la zone 45-70","{""ema_fast"": 84004.55029402785, ""ema_slow"": 84176.39262327069, ""rsi"": 45.10392337127341, ""atr"": 325.90906254402574}"
26/09 09:53,ETHUSD,SKIP,2685.21,"tendance trop faible ou baissière (EMA20 2688.69, EMA50 2689.65); EMA20 qui s'essouffle (-0.71 sur 3 bougies); prix sous l'EMA rapide; RSI 47 dans la zone 45-70","{""ema_fast"": 2688.6924255493163, ""ema_slow"": 2689.6474195650553, ""rsi"": 47.29787367526692, ""atr"": 13.333780252697354}"
26/09 09:53,-,EQUITY,49.52860827330895,capital simulé 49.53 USD dont 24.85 USD de cash,{}
26/09 10:38,SOLUSD,HOLD,121.19,"position gardée : stop 119.03, objectif 126.35, latent -0.36 USD",{}
26/09 10:38,XBTUSD,SKIP,84100.6,"tendance trop faible ou baissière (EMA20 84013.70, EMA50 84173.42); EMA20 qui s'essouffle (-14.49 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 52 dans la zone 45-70","{""ema_fast"": 84013.69788507282, ""ema_slow"": 84173.42036353481, ""rsi"": 51.521428311851956, ""atr"": 319.18698664802304}"
26/09 10:38,ETHUSD,SKIP,2690.48,"tendance trop faible ou baissière (EMA20 2688.86, EMA50 2689.68); EMA20 qui s'essouffle (-0.52 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2688.862670735096, ""ema_slow"": 2689.6800697782005, ""rsi"": 51.35173450250199, ""atr"": 12.809224520361813}"
26/09 10:38,-,EQUITY,49.64112029400337,capital simulé 49.64 USD dont 24.85 USD de cash,{}
26/09 11:40,SOLUSD,HOLD,119.92,"position gardée : stop 119.03, objectif 126.35, latent -0.62 USD",{}
26/09 11:40,XBTUSD,SKIP,84195.2,"tendance trop faible ou baissière (EMA20 84030.98, EMA50 84174.27); EMA20 encore montante (+13.65 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 54 dans la zone 45-70","{""ema_fast"": 84030.98380078017, ""ema_slow"": 84174.27446692564, ""rsi"": 54.03817072707226, ""atr"": 317.93077331602075}"
26/09 11:40,ETHUSD,SKIP,2690.18,"tendance trop faible ou baissière (EMA20 2688.99, EMA50 2689.70); EMA20 qui s'essouffle (-0.07 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2688.988130665087, ""ema_slow"": 2689.6996748849388, ""rsi"": 51.11071732494707, ""atr"": 12.640708483193132}"
26/09 11:40,-,EQUITY,49.38131980985444,capital simulé 49.38 USD dont 24.85 USD de cash,{}
26/09 12:42,SOLUSD,HOLD,120.52,"position gardée : stop 119.03, objectif 126.35, latent -0.49 USD",{}
26/09 12:42,XBTUSD,SKIP,84002.4,"tendance trop faible ou baissière (EMA20 84028.26, EMA50 84167.53); EMA20 encore montante (+23.71 sur 3 bougies); prix sous l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 84028.26153403921, ""ema_slow"": 84167.53429175199, ""rsi"": 48.51069292392982, ""atr"": 313.5357180791628}"
26/09 12:42,ETHUSD,SKIP,2681.78,"tendance trop faible ou baissière (EMA20 2688.30, EMA50 2689.39); EMA20 qui s'essouffle (-0.39 sur 3 bougies); prix sous l'EMA rapide; RSI 45 hors zone 45-70","{""ema_fast"": 2688.3016420303165, ""ema_slow"": 2689.3890993992454, ""rsi"": 44.77403636982669, ""atr"": 12.55208644867931}"
26/09 12:42,-,EQUITY,49.50406019606653,capital simulé 49.50 USD dont 24.85 USD de cash,{}
26/09 13:44,SOLUSD,HOLD,121.14,"position gardée : stop 119.03, objectif 126.35, latent -0.37 USD",{}
26/09 13:44,XBTUSD,SKIP,84164.7,"tendance trop faible ou baissière (EMA20 84041.26, EMA50 84167.42); EMA20 encore montante (+27.56 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 53 dans la zone 45-70","{""ema_fast"": 84041.25567365452, ""ema_slow"": 84167.42314305577, ""rsi"": 52.88014045852888, ""atr"": 303.18316678779445}"
26/09 13:44,ETHUSD,SKIP,2686.73,"tendance trop faible ou baissière (EMA20 2688.15, EMA50 2689.28); EMA20 qui s'essouffle (-0.71 sur 3 bougies); prix sous l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 2688.151961836953, ""ema_slow"": 2689.284820991432, ""rsi"": 48.80224004420203, ""atr"": 12.214794559487926}"
26/09 13:44,-,EQUITY,49.630891928485696,capital simulé 49.63 USD dont 24.85 USD de cash,{}
26/09 14:32,SOLUSD,HOLD,121.17,"position gardée : stop 119.03, objectif 126.35, latent -0.36 USD",{}
26/09 14:32,XBTUSD,SKIP,84164.6,"tendance trop faible ou baissière (EMA20 84053.00, EMA50 84167.31); EMA20 encore montante (+22.02 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 53 dans la zone 45-70","{""ema_fast"": 84053.00275235409, ""ema_slow"": 84167.31243156332, ""rsi"": 52.8771630132305, ""atr"": 286.83436916009504}"
26/09 14:32,ETHUSD,SKIP,2688.99,"tendance trop faible ou baissière (EMA20 2688.23, EMA50 2689.27); EMA20 qui s'essouffle (-0.76 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 51 dans la zone 45-70","{""ema_fast"": 2688.231774995338, ""ema_slow"": 2689.273259383922, ""rsi"": 50.57481396325366, ""atr"": 11.728023519524509}"
26/09 14:32,-,EQUITY,49.637028947796296,capital simulé 49.64 USD dont 24.85 USD de cash,{}
26/09 15:47,SOLUSD,HOLD,120.63,"position gardée : stop 119.03, objectif 126.35, latent -0.47 USD",{}
26/09 15:47,XBTUSD,SKIP,84046.2,"tendance trop faible ou baissière (EMA20 84052.35, EMA50 84162.56); EMA20 encore montante (+24.09 sur 3 bougies); prix sous l'EMA rapide; RSI 49 dans la zone 45-70","{""ema_fast"": 84052.35487117751, ""ema_slow"": 84162.56292444331, ""rsi"": 49.3351965873552, ""atr"": 277.53191422008865}"
26/09 15:47,ETHUSD,SKIP,2688.25,"tendance trop faible ou baissière (EMA20 2688.23, EMA50 2689.23); EMA20 qui s'essouffle (-0.07 sur 3 bougies); prix au-dessus de l'EMA rapide; RSI 50 dans la zone 45-70","{""ema_fast"": 2688.233510710068, ""ema_slow"": 2689.233131564946, ""rsi"": 49.9648197929082, ""atr"": 11.299593268129902}"
26/09 15:47,-,EQUITY,49.52656260020541,capital simulé 49.53 USD dont 24.85 USD de cash,{}
